Tag,Name,Keyword,VR,VM,Remarks,Tag_cleaned
"(3008,0063)",Parameter Item Index,Parameter​Item​Index,IS,1,,30080063
"(3008,0064)",Measured Dose Reference Number,Measured​Dose​Reference​Number,IS,1,,30080064
"(3008,0065)",Parameter Pointer,Parameter​Pointer,AT,1,,30080065
"(3008,0066)",Override Reason,Override​Reason,ST,1,,30080066
"(3008,0067)",Parameter Value Number,Parameter​Value​Number,US,1,,30080067
"(3008,0068)",Corrected Parameter Sequence,Corrected​Parameter​Sequence,SQ,1,,30080068
"(3008,006A)",Correction Value,Correction​Value,FL,1,,3008006A
"(3008,0070)",Calculated Dose Reference Sequence,Calculated​Dose​Reference​Sequence,SQ,1,,30080070
"(3008,0072)",Calculated Dose Reference Number,Calculated​Dose​Reference​Number,IS,1,,30080072
"(3008,0074)",Calculated Dose Reference Description,Calculated​Dose​Reference​Description,ST,1,,30080074
"(3008,0076)",Calculated Dose Reference Dose Value,Calculated​Dose​Reference​Dose​Value,DS,1,,30080076
"(3008,0078)",Start Meterset,Start​Meterset,DS,1,,30080078
"(3008,007A)",End Meterset,End​Meterset,DS,1,,3008007A
"(3008,0080)",Referenced Measured Dose Reference Sequence,Referenced​Measured​Dose​Reference​Sequence,SQ,1,,30080080
"(3008,0082)",Referenced Measured Dose Reference Number,Referenced​Measured​Dose​Reference​Number,IS,1,,30080082
"(3008,0090)",Referenced Calculated Dose Reference Sequence,Referenced​Calculated​Dose​Reference​Sequence,SQ,1,,30080090
"(3008,0092)",Referenced Calculated Dose Reference Number,Referenced​Calculated​Dose​Reference​Number,IS,1,,30080092
"(3008,00A0)",Beam Limiting Device Leaf Pairs Sequence,Beam​Limiting​Device​Leaf​Pairs​Sequence,SQ,1,,300800A0
"(3008,00A1)",Enhanced RT Beam Limiting Device Sequence,Enhanced​RT​Beam​Limiting​Device​Sequence,SQ,1,,300800A1
"(3008,00A2)",Enhanced RT Beam Limiting Opening Sequence,Enhanced​RT​Beam​Limiting​Opening​Sequence,SQ,1,,300800A2
"(3008,00A3)",Enhanced RT Beam Limiting Device Definition Flag,Enhanced​RT​Beam​Limiting​Device​Definition​Flag,CS,1,,300800A3
"(3008,00A4)",Parallel RT Beam Delimiter Opening Extents,Parallel​RT​Beam​Delimiter​Opening​Extents,FD,2-2n,,300800A4
"(3008,00B0)",Recorded Wedge Sequence,Recorded​Wedge​Sequence,SQ,1,,300800B0
"(3008,00C0)",Recorded Compensator Sequence,Recorded​Compensator​Sequence,SQ,1,,300800C0
"(3008,00D0)",Recorded Block Sequence,Recorded​Block​Sequence,SQ,1,,300800D0
"(3008,00D1)",Recorded Block Slab Sequence,Recorded​Block​Slab​Sequence,SQ,1,,300800D1
"(3008,00E0)",Treatment Summary Measured Dose Reference Sequence,Treatment​Summary​Measured​Dose​Reference​Sequence,SQ,1,,300800E0
"(3008,00F0)",Recorded Snout Sequence,Recorded​Snout​Sequence,SQ,1,,300800F0
"(3008,00F2)",Recorded Range Shifter Sequence,Recorded​Range​Shifter​Sequence,SQ,1,,300800F2
"(3008,00F4)",Recorded Lateral Spreading Device Sequence,Recorded​Lateral​Spreading​Device​Sequence,SQ,1,,300800F4
"(3008,00F6)",Recorded Range Modulator Sequence,Recorded​Range​Modulator​Sequence,SQ,1,,300800F6
"(3008,0100)",Recorded Source Sequence,Recorded​Source​Sequence,SQ,1,,30080100
"(3008,0105)",Source Serial Number,Source​Serial​Number,LO,1,,30080105
"(3008,0110)",Treatment Session Application Setup Sequence,Treatment​Session​Application​Setup​Sequence,SQ,1,,30080110
"(3008,0116)",Application Setup Check,Application​Setup​Check,CS,1,,30080116
"(3008,0120)",Recorded Brachy Accessory Device Sequence,Recorded​Brachy​Accessory​Device​Sequence,SQ,1,,30080120
"(3008,0122)",Referenced Brachy Accessory Device Number,Referenced​Brachy​Accessory​Device​Number,IS,1,,30080122
"(3008,0130)",Recorded Channel Sequence,Recorded​Channel​Sequence,SQ,1,,30080130
"(3008,0132)",Specified Channel Total Time,Specified​Channel​Total​Time,DS,1,,30080132
"(3008,0134)",Delivered Channel Total Time,Delivered​Channel​Total​Time,DS,1,,30080134
"(3008,0136)",Specified Number of Pulses,Specified​Number​Of​Pulses,IS,1,,30080136
"(3008,0138)",Delivered Number of Pulses,Delivered​Number​Of​Pulses,IS,1,,30080138
"(3008,013A)",Specified Pulse Repetition Interval,Specified​Pulse​Repetition​Interval,DS,1,,3008013A
"(3008,013C)",Delivered Pulse Repetition Interval,Delivered​Pulse​Repetition​Interval,DS,1,,3008013C
"(3008,0140)",Recorded Source Applicator Sequence,Recorded​Source​Applicator​Sequence,SQ,1,,30080140
"(3008,0142)",Referenced Source Applicator Number,Referenced​Source​Applicator​Number,IS,1,,30080142
"(3008,0150)",Recorded Channel Shield Sequence,Recorded​Channel​Shield​Sequence,SQ,1,,30080150
"(3008,0152)",Referenced Channel Shield Number,Referenced​Channel​Shield​Number,IS,1,,30080152
"(3008,0160)",Brachy Control Point Delivered Sequence,Brachy​Control​Point​Delivered​Sequence,SQ,1,,30080160
"(3008,0162)",Safe Position Exit Date,Safe​Position​Exit​Date,DA,1,,30080162
"(3008,0164)",Safe Position Exit Time,Safe​Position​Exit​Time,TM,1,,30080164
"(3008,0166)",Safe Position Return Date,Safe​Position​Return​Date,DA,1,,30080166
"(3008,0168)",Safe Position Return Time,Safe​Position​Return​Time,TM,1,,30080168
"(3008,0171)",Pulse Specific Brachy Control Point Delivered Sequence,Pulse​Specific​Brachy​Control​Point​Delivered​Sequence,SQ,1,,30080171
"(3008,0172)",Pulse Number,Pulse​Number,US,1,,30080172
"(3008,0173)",Brachy Pulse Control Point Delivered Sequence,Brachy​Pulse​Control​Point​Delivered​Sequence,SQ,1,,30080173
"(3008,0200)",Current Treatment Status,Current​Treatment​Status,CS,1,,30080200
"(3008,0202)",Treatment Status Comment,Treatment​Status​Comment,ST,1,,30080202
"(3008,0220)",Fraction Group Summary Sequence,Fraction​Group​Summary​Sequence,SQ,1,,30080220
"(3008,0223)",Referenced Fraction Number,Referenced​Fraction​Number,IS,1,,30080223
"(3008,0224)",Fraction Group Type,Fraction​Group​Type,CS,1,,30080224
"(3008,0230)",Beam Stopper Position,Beam​Stopper​Position,CS,1,,30080230
"(3008,0240)",Fraction Status Summary Sequence,Fraction​Status​Summary​Sequence,SQ,1,,30080240
"(3008,0250)",Treatment Date,Treatment​Date,DA,1,,30080250
"(3008,0251)",Treatment Time,Treatment​Time,TM,1,,30080251
"(300A,0002)",RT Plan Label,RT​Plan​Label,SH,1,,300A0002
"(300A,0003)",RT Plan Name,RT​Plan​Name,LO,1,,300A0003
"(300A,0004)",RT Plan Description,RT​Plan​Description,ST,1,,300A0004
"(300A,0006)",RT Plan Date,RT​Plan​Date,DA,1,,300A0006
"(300A,0007)",RT Plan Time,RT​Plan​Time,TM,1,,300A0007
"(300A,0009)",Treatment Protocols,Treatment​Protocols,LO,1-n,,300A0009
"(300A,000A)",Plan Intent,Plan​Intent,CS,1,,300A000A
"(300A,000B)",Treatment Sites,Treatment​Sites,LO,1-n,RET (2021e),300A000B
"(300A,000C)",RT Plan Geometry,RT​Plan​Geometry,CS,1,,300A000C
"(300A,000E)",Prescription Description,Prescription​Description,ST,1,,300A000E
"(300A,0010)",Dose Reference Sequence,Dose​Reference​Sequence,SQ,1,,300A0010
"(300A,0012)",Dose Reference Number,Dose​Reference​Number,IS,1,,300A0012
"(300A,0013)",Dose Reference UID,Dose​Reference​UID,UI,1,,300A0013
"(300A,0014)",Dose Reference Structure Type,Dose​Reference​Structure​Type,CS,1,,300A0014
"(300A,0015)",Nominal Beam Energy Unit,Nominal​Beam​Energy​Unit,CS,1,,300A0015
"(300A,0016)",Dose Reference Description,Dose​Reference​Description,LO,1,,300A0016
"(300A,0018)",Dose Reference Point Coordinates,Dose​Reference​Point​Coordinates,DS,3,,300A0018
"(300A,001A)",Nominal Prior Dose,Nominal​Prior​Dose,DS,1,,300A001A
"(300A,0020)",Dose Reference Type,Dose​Reference​Type,CS,1,,300A0020
"(300A,0021)",Constraint Weight,Constraint​Weight,DS,1,,300A0021
"(300A,0022)",Delivery Warning Dose,Delivery​Warning​Dose,DS,1,,300A0022
"(300A,0023)",Delivery Maximum Dose,Delivery​Maximum​Dose,DS,1,,300A0023
"(300A,0025)",Target Minimum Dose,Target​Minimum​Dose,DS,1,,300A0025
"(300A,0026)",Target Prescription Dose,Target​Prescription​Dose,DS,1,,300A0026
"(300A,0027)",Target Maximum Dose,Target​Maximum​Dose,DS,1,,300A0027
"(300A,0028)",Target Underdose Volume Fraction,Target​Underdose​Volume​Fraction,DS,1,,300A0028
"(300A,002A)",Organ at Risk Full-volume Dose,Organ​At​Risk​Full​Volume​Dose,DS,1,,300A002A
"(300A,002B)",Organ at Risk Limit Dose,Organ​At​Risk​Limit​Dose,DS,1,,300A002B
"(300A,002C)",Organ at Risk Maximum Dose,Organ​At​Risk​Maximum​Dose,DS,1,,300A002C
"(300A,002D)",Organ at Risk Overdose Volume Fraction,Organ​At​Risk​Overdose​Volume​Fraction,DS,1,,300A002D
"(300A,0040)",Tolerance Table Sequence,Tolerance​Table​Sequence,SQ,1,,300A0040
"(300A,0042)",Tolerance Table Number,Tolerance​Table​Number,IS,1,,300A0042
"(300A,0043)",Tolerance Table Label,Tolerance​Table​Label,SH,1,,300A0043
"(300A,0044)",Gantry Angle Tolerance,Gantry​Angle​Tolerance,DS,1,,300A0044
"(300A,0046)",Beam Limiting Device Angle Tolerance,Beam​Limiting​Device​Angle​Tolerance,DS,1,,300A0046
"(300A,0048)",Beam Limiting Device Tolerance Sequence,Beam​Limiting​Device​Tolerance​Sequence,SQ,1,,300A0048
"(300A,004A)",Beam Limiting Device Position Tolerance,Beam​Limiting​Device​Position​Tolerance,DS,1,,300A004A
"(300A,004B)",Snout Position Tolerance,Snout​Position​Tolerance,FL,1,,300A004B
"(300A,004C)",Patient Support Angle Tolerance,Patient​Support​Angle​Tolerance,DS,1,,300A004C
"(300A,004E)",Table Top Eccentric Angle Tolerance,Table​Top​Eccentric​Angle​Tolerance,DS,1,,300A004E
"(300A,004F)",Table Top Pitch Angle Tolerance,Table​Top​Pitch​Angle​Tolerance,FL,1,,300A004F
"(300A,0050)",Table Top Roll Angle Tolerance,Table​Top​Roll​Angle​Tolerance,FL,1,,300A0050
"(300A,0051)",Table Top Vertical Position Tolerance,Table​Top​Vertical​Position​Tolerance,DS,1,,300A0051
"(300A,0052)",Table Top Longitudinal Position Tolerance,Table​Top​Longitudinal​Position​Tolerance,DS,1,,300A0052
"(300A,0053)",Table Top Lateral Position Tolerance,Table​Top​Lateral​Position​Tolerance,DS,1,,300A0053
"(300A,0054)",Table Top Position Alignment UID,Table​Top​Position​Alignment​UID,UI,1,,300A0054
"(300A,0055)",RT Plan Relationship,RT​Plan​Relationship,CS,1,,300A0055
"(300A,0070)",Fraction Group Sequence,Fraction​Group​Sequence,SQ,1,,300A0070
"(300A,0071)",Fraction Group Number,Fraction​Group​Number,IS,1,,300A0071
"(300A,0072)",Fraction Group Description,Fraction​Group​Description,LO,1,,300A0072
"(300A,0078)",Number of Fractions Planned,Number​Of​Fractions​Planned,IS,1,,300A0078
"(300A,0079)",Number of Fraction Pattern Digits Per Day,Number​Of​Fraction​Pattern​Digits​Per​Day,IS,1,,300A0079
"(300A,007A)",Repeat Fraction Cycle Length,Repeat​Fraction​Cycle​Length,IS,1,,300A007A
"(300A,007B)",Fraction Pattern,Fraction​Pattern,LT,1,,300A007B
"(300A,0080)",Number of Beams,Number​Of​Beams,IS,1,,300A0080
"(300A,0082)",Beam Dose Specification Point,Beam​Dose​Specification​Point,DS,3,RET (2019c),300A0082
"(300A,0083)",Referenced Dose Reference UID,Referenced​Dose​Reference​UID,UI,1,,300A0083
"(300A,0084)",Beam Dose,Beam​Dose,DS,1,,300A0084
"(300A,0086)",Beam Meterset,Beam​Meterset,DS,1,,300A0086
"(300A,0088)",Beam Dose Point Depth,Beam​Dose​Point​Depth,FL,1,,300A0088
"(300A,0089)",Beam Dose Point Equivalent Depth,Beam​Dose​Point​Equivalent​Depth,FL,1,,300A0089
"(300A,008A)",Beam Dose Point SSD,Beam​Dose​Point​SSD,FL,1,,300A008A
"(300A,008B)",Beam Dose Meaning,Beam​Dose​Meaning,CS,1,,300A008B
"(300A,008C)",Beam Dose Verification Control Point Sequence,Beam​Dose​Verification​Control​Point​Sequence,SQ,1,,300A008C
"(300A,008D)",Average Beam Dose Point Depth,Average​Beam​Dose​Point​Depth,FL,1,RET (2017c),300A008D
"(300A,008E)",Average Beam Dose Point Equivalent Depth,Average​Beam​Dose​Point​Equivalent​Depth,FL,1,RET (2017c),300A008E
"(300A,008F)",Average Beam Dose Point SSD,Average​Beam​Dose​Point​SSD,FL,1,RET (2017c),300A008F
"(300A,0090)",Beam Dose Type,Beam​Dose​Type,CS,1,,300A0090
"(300A,0091)",Alternate Beam Dose,Alternate​Beam​Dose,DS,1,,300A0091
"(300A,0092)",Alternate Beam Dose Type,Alternate​Beam​Dose​Type,CS,1,,300A0092
"(300A,0093)",Depth Value Averaging Flag,Depth​Value​Averaging​Flag,CS,1,,300A0093
"(300A,0094)",Beam Dose Point Source to External Contour Distance,Beam​Dose​Point​Source​To​External​Contour​Distance,DS,1,,300A0094
"(300A,00A0)",Number of Brachy Application Setups,Number​Of​Brachy​Application​Setups,IS,1,,300A00A0
"(300A,00A2)",Brachy Application Setup Dose Specification Point,Brachy​Application​Setup​Dose​Specification​Point,DS,3,,300A00A2
"(300A,00A4)",Brachy Application Setup Dose,Brachy​Application​Setup​Dose,DS,1,,300A00A4
"(300A,00B0)",Beam Sequence,Beam​Sequence,SQ,1,,300A00B0
"(300A,00B2)",Treatment Machine Name,Treatment​Machine​Name,SH,1,,300A00B2
"(300A,00B3)",Primary Dosimeter Unit,Primary​Dosimeter​Unit,CS,1,,300A00B3
"(300A,00B4)",Source-Axis Distance,Source​Axis​Distance,DS,1,,300A00B4
"(300A,00B6)",Beam Limiting Device Sequence,Beam​Limiting​Device​Sequence,SQ,1,,300A00B6
"(300A,00B8)",RT Beam Limiting Device Type,RT​Beam​Limiting​Device​Type,CS,1,,300A00B8
"(300A,00BA)",Source to Beam Limiting Device Distance,Source​To​Beam​Limiting​Device​Distance,DS,1,,300A00BA
"(300A,00BB)",Isocenter to Beam Limiting Device Distance,Isocenter​To​Beam​Limiting​Device​Distance,FL,1,,300A00BB
"(300A,00BC)",Number of Leaf/Jaw Pairs,Number​Of​Leaf​Jaw​Pairs,IS,1,,300A00BC
"(300A,00BE)",Leaf Position Boundaries,Leaf​Position​Boundaries,DS,3-n,,300A00BE
"(300A,00C0)",Beam Number,Beam​Number,IS,1,,300A00C0
"(300A,00C2)",Beam Name,Beam​Name,LO,1,,300A00C2
"(300A,00C3)",Beam Description,Beam​Description,ST,1,,300A00C3
"(300A,00C4)",Beam Type,Beam​Type,CS,1,,300A00C4
"(300A,00C5)",Beam Delivery Duration Limit,Beam​Delivery​Duration​Limit,FD,1,,300A00C5
"(300A,00C6)",Radiation Type,Radiation​Type,CS,1,,300A00C6
"(300A,00C7)",High-Dose Technique Type,High​Dose​Technique​Type,CS,1,,300A00C7
"(300A,00C8)",Reference Image Number,Reference​Image​Number,IS,1,,300A00C8
"(300A,00CA)",Planned Verification Image Sequence,Planned​Verification​Image​Sequence,SQ,1,,300A00CA
"(300A,00CC)",Imaging Device-Specific Acquisition Parameters,Imaging​Device​Specific​Acquisition​Parameters,LO,1-n,,300A00CC
"(300A,00CE)",Treatment Delivery Type,Treatment​Delivery​Type,CS,1,,300A00CE
"(300A,00D0)",Number of Wedges,Number​Of​Wedges,IS,1,,300A00D0
"(300A,00D1)",Wedge Sequence,Wedge​Sequence,SQ,1,,300A00D1
"(300A,00D2)",Wedge Number,Wedge​Number,IS,1,,300A00D2
"(300A,00D3)",Wedge Type,Wedge​Type,CS,1,,300A00D3
"(300A,00D4)",Wedge ID,Wedge​ID,SH,1,,300A00D4
"(300A,00D5)",Wedge Angle,Wedge​Angle,IS,1,,300A00D5
"(300A,00D6)",Wedge Factor,Wedge​Factor,DS,1,,300A00D6
"(300A,00D7)",Total Wedge Tray Water-Equivalent Thickness,Total​Wedge​Tray​Water​Equivalent​Thickness,FL,1,,300A00D7
"(300A,00D8)",Wedge Orientation,Wedge​Orientation,DS,1,,300A00D8
"(300A,00D9)",Isocenter to Wedge Tray Distance,Isocenter​To​Wedge​Tray​Distance,FL,1,,300A00D9
"(300A,00DA)",Source to Wedge Tray Distance,Source​To​Wedge​Tray​Distance,DS,1,,300A00DA
"(300A,00DB)",Wedge Thin Edge Position,Wedge​Thin​Edge​Position,FL,1,,300A00DB
"(300A,00DC)",Bolus ID,Bolus​ID,SH,1,,300A00DC
"(300A,00DD)",Bolus Description,Bolus​Description,ST,1,,300A00DD
"(300A,00DE)",Effective Wedge Angle,Effective​Wedge​Angle,DS,1,,300A00DE
"(300A,00E0)",Number of Compensators,Number​Of​Compensators,IS,1,,300A00E0
"(300A,00E1)",Material ID,Material​ID,SH,1,,300A00E1
"(300A,00E2)",Total Compensator Tray Factor,Total​Compensator​Tray​Factor,DS,1,,300A00E2
"(300A,00E3)",Compensator Sequence,Compensator​Sequence,SQ,1,,300A00E3
"(300A,00E4)",Compensator Number,Compensator​Number,IS,1,,300A00E4
"(300A,00E5)",Compensator ID,Compensator​ID,SH,1,,300A00E5
"(300A,00E6)",Source to Compensator Tray Distance,Source​To​Compensator​Tray​Distance,DS,1,,300A00E6
"(300A,00E7)",Compensator Rows,Compensator​Rows,IS,1,,300A00E7
"(300A,00E8)",Compensator Columns,Compensator​Columns,IS,1,,300A00E8
"(300A,00E9)",Compensator Pixel Spacing,Compensator​Pixel​Spacing,DS,2,,300A00E9
"(300A,00EA)",Compensator Position,Compensator​Position,DS,2,,300A00EA
"(300A,00EB)",Compensator Transmission Data,Compensator​Transmission​Data,DS,1-n,,300A00EB
"(300A,00EC)",Compensator Thickness Data,Compensator​Thickness​Data,DS,1-n,,300A00EC
"(300A,00ED)",Number of Boli,Number​Of​Boli,IS,1,,300A00ED
"(300A,00EE)",Compensator Type,Compensator​Type,CS,1,,300A00EE
"(300A,00EF)",Compensator Tray ID,Compensator​Tray​ID,SH,1,,300A00EF
"(300A,00F0)",Number of Blocks,Number​Of​Blocks,IS,1,,300A00F0
"(300A,00F2)",Total Block Tray Factor,Total​Block​Tray​Factor,DS,1,,300A00F2
"(300A,00F3)",Total Block Tray Water-Equivalent Thickness,Total​Block​Tray​Water​Equivalent​Thickness,FL,1,,300A00F3
"(300A,00F4)",Block Sequence,Block​Sequence,SQ,1,,300A00F4
"(300A,00F5)",Block Tray ID,Block​Tray​ID,SH,1,,300A00F5
"(300A,00F6)",Source to Block Tray Distance,Source​To​Block​Tray​Distance,DS,1,,300A00F6
"(300A,00F7)",Isocenter to Block Tray Distance,Isocenter​To​Block​Tray​Distance,FL,1,,300A00F7
"(300A,00F8)",Block Type,Block​Type,CS,1,,300A00F8
"(300A,00F9)",Accessory Code,Accessory​Code,LO,1,,300A00F9
"(300A,00FA)",Block Divergence,Block​Divergence,CS,1,,300A00FA
"(300A,00FB)",Block Mounting Position,Block​Mounting​Position,CS,1,,300A00FB
"(300A,00FC)",Block Number,Block​Number,IS,1,,300A00FC
"(300A,00FE)",Block Name,Block​Name,LO,1,,300A00FE
"(300A,0100)",Block Thickness,Block​Thickness,DS,1,,300A0100
"(300A,0102)",Block Transmission,Block​Transmission,DS,1,,300A0102
"(300A,0104)",Block Number of Points,Block​Number​Of​Points,IS,1,,300A0104
"(300A,0106)",Block Data,Block​Data,DS,2-2n,,300A0106
"(300A,0107)",Applicator Sequence,Applicator​Sequence,SQ,1,,300A0107
"(300A,0108)",Applicator ID,Applicator​ID,SH,1,,300A0108
"(300A,0109)",Applicator Type,Applicator​Type,CS,1,,300A0109
"(300A,010A)",Applicator Description,Applicator​Description,LO,1,,300A010A
"(300A,010C)",Cumulative Dose Reference Coefficient,Cumulative​Dose​Reference​Coefficient,DS,1,,300A010C
"(300A,010E)",Final Cumulative Meterset Weight,Final​Cumulative​Meterset​Weight,DS,1,,300A010E
"(300A,0110)",Number of Control Points,Number​Of​Control​Points,IS,1,,300A0110
"(300A,0111)",Control Point Sequence,Control​Point​Sequence,SQ,1,,300A0111
"(300A,0112)",Control Point Index,Control​Point​Index,IS,1,,300A0112
"(300A,0114)",Nominal Beam Energy,Nominal​Beam​Energy,DS,1,,300A0114
"(300A,0115)",Dose Rate Set,Dose​Rate​Set,DS,1,,300A0115
"(300A,0116)",Wedge Position Sequence,Wedge​Position​Sequence,SQ,1,,300A0116
"(300A,0118)",Wedge Position,Wedge​Position,CS,1,,300A0118
"(300A,011A)",Beam Limiting Device Position Sequence,Beam​Limiting​Device​Position​Sequence,SQ,1,,300A011A
"(300A,011C)",Leaf/Jaw Positions,Leaf​Jaw​Positions,DS,2-2n,,300A011C
"(300A,011E)",Gantry Angle,Gantry​Angle,DS,1,,300A011E
"(300A,011F)",Gantry Rotation Direction,Gantry​Rotation​Direction,CS,1,,300A011F
"(300A,0120)",Beam Limiting Device Angle,Beam​Limiting​Device​Angle,DS,1,,300A0120
"(300A,0121)",Beam Limiting Device Rotation Direction,Beam​Limiting​Device​Rotation​Direction,CS,1,,300A0121
"(300A,0122)",Patient Support Angle,Patient​Support​Angle,DS,1,,300A0122
"(300A,0123)",Patient Support Rotation Direction,Patient​Support​Rotation​Direction,CS,1,,300A0123
"(300A,0124)",Table Top Eccentric Axis Distance,Table​Top​Eccentric​Axis​Distance,DS,1,,300A0124
"(300A,0125)",Table Top Eccentric Angle,Table​Top​Eccentric​Angle,DS,1,,300A0125
"(300A,0126)",Table Top Eccentric Rotation Direction,Table​Top​Eccentric​Rotation​Direction,CS,1,,300A0126
"(300A,0128)",Table Top Vertical Position,Table​Top​Vertical​Position,DS,1,,300A0128
"(300A,0129)",Table Top Longitudinal Position,Table​Top​Longitudinal​Position,DS,1,,300A0129
"(300A,012A)",Table Top Lateral Position,Table​Top​Lateral​Position,DS,1,,300A012A
"(300A,012C)",Isocenter Position,Isocenter​Position,DS,3,,300A012C
"(300A,012E)",Surface Entry Point,Surface​Entry​Point,DS,3,,300A012E
"(300A,0130)",Source to Surface Distance,Source​To​Surface​Distance,DS,1,,300A0130
"(300A,0131)",Average Beam Dose Point Source to External Contour Distance,Average​Beam​Dose​Point​Source​To​External​Contour​Distance,FL,1,,300A0131
"(300A,0132)",Source to External Contour Distance,Source​To​External​Contour​Distance,FL,1,,300A0132
"(300A,0133)",External Contour Entry Point,External​Contour​Entry​Point,FL,3,,300A0133
"(300A,0134)",Cumulative Meterset Weight,Cumulative​Meterset​Weight,DS,1,,300A0134
"(300A,0135)",,,,,RET,300A0135
"(300A,0140)",Table Top Pitch Angle,Table​Top​Pitch​Angle,FL,1,,300A0140
"(300A,0142)",Table Top Pitch Rotation Direction,Table​Top​Pitch​Rotation​Direction,CS,1,,300A0142
"(300A,0144)",Table Top Roll Angle,Table​Top​Roll​Angle,FL,1,,300A0144
"(300A,0146)",Table Top Roll Rotation Direction,Table​Top​Roll​Rotation​Direction,CS,1,,300A0146
"(300A,0148)",Head Fixation Angle,Head​Fixation​Angle,FL,1,,300A0148
"(300A,014A)",Gantry Pitch Angle,Gantry​Pitch​Angle,FL,1,,300A014A
"(300A,014C)",Gantry Pitch Rotation Direction,Gantry​Pitch​Rotation​Direction,CS,1,,300A014C
"(300A,014E)",Gantry Pitch Angle Tolerance,Gantry​Pitch​Angle​Tolerance,FL,1,,300A014E
"(300A,0150)",Fixation Eye,Fixation​Eye,CS,1,,300A0150
"(300A,0151)",Chair Head Frame Position,Chair​Head​Frame​Position,DS,1,,300A0151
"(300A,0152)",Head Fixation Angle Tolerance,Head​Fixation​Angle​Tolerance,DS,1,,300A0152
"(300A,0153)",Chair Head Frame Position Tolerance,Chair​Head​Frame​Position​Tolerance,DS,1,,300A0153
"(300A,0154)",Fixation Light Azimuthal Angle Tolerance,Fixation​Light​Azimuthal​Angle​Tolerance,DS,1,,300A0154
"(300A,0155)",Fixation Light Polar Angle Tolerance,Fixation​Light​Polar​Angle​Tolerance,DS,1,,300A0155
"(300A,0180)",Patient Setup Sequence,Patient​Setup​Sequence,SQ,1,,300A0180
"(300A,0182)",Patient Setup Number,Patient​Setup​Number,IS,1,,300A0182
"(300A,0183)",Patient Setup Label,Patient​Setup​Label,LO,1,,300A0183
"(300A,0184)",Patient Additional Position,Patient​Additional​Position,LO,1,,300A0184
"(300A,0190)",Fixation Device Sequence,Fixation​Device​Sequence,SQ,1,,300A0190
"(300A,0192)",Fixation Device Type,Fixation​Device​Type,CS,1,,300A0192
"(300A,0194)",Fixation Device Label,Fixation​Device​Label,SH,1,,300A0194
"(300A,0196)",Fixation Device Description,Fixation​Device​Description,ST,1,,300A0196
"(300A,0198)",Fixation Device Position,Fixation​Device​Position,SH,1,,300A0198
"(300A,0199)",Fixation Device Pitch Angle,Fixation​Device​Pitch​Angle,FL,1,,300A0199
"(300A,019A)",Fixation Device Roll Angle,Fixation​Device​Roll​Angle,FL,1,,300A019A
"(300A,01A0)",Shielding Device Sequence,Shielding​Device​Sequence,SQ,1,,300A01A0
"(300A,01A2)",Shielding Device Type,Shielding​Device​Type,CS,1,,300A01A2
"(300A,01A4)",Shielding Device Label,Shielding​Device​Label,SH,1,,300A01A4
"(300A,01A6)",Shielding Device Description,Shielding​Device​Description,ST,1,,300A01A6
"(300A,01A8)",Shielding Device Position,Shielding​Device​Position,SH,1,,300A01A8
"(300A,01B0)",Setup Technique,Setup​Technique,CS,1,,300A01B0
"(300A,01B2)",Setup Technique Description,Setup​Technique​Description,ST,1,,300A01B2
"(300A,01B4)",Setup Device Sequence,Setup​Device​Sequence,SQ,1,,300A01B4
"(300A,01B6)",Setup Device Type,Setup​Device​Type,CS,1,,300A01B6
"(300A,01B8)",Setup Device Label,Setup​Device​Label,SH,1,,300A01B8
"(300A,01BA)",Setup Device Description,Setup​Device​Description,ST,1,,300A01BA
"(300A,01BC)",Setup Device Parameter,Setup​Device​Parameter,DS,1,,300A01BC
"(300A,01D0)",Setup Reference Description,Setup​Reference​Description,ST,1,,300A01D0
"(300A,01D2)",Table Top Vertical Setup Displacement,Table​Top​Vertical​Setup​Displacement,DS,1,,300A01D2
"(300A,01D4)",Table Top Longitudinal Setup Displacement,Table​Top​Longitudinal​Setup​Displacement,DS,1,,300A01D4
"(300A,01D6)",Table Top Lateral Setup Displacement,Table​Top​Lateral​Setup​Displacement,DS,1,,300A01D6
"(300A,0200)",Brachy Treatment Technique,Brachy​Treatment​Technique,CS,1,,300A0200
"(300A,0202)",Brachy Treatment Type,Brachy​Treatment​Type,CS,1,,300A0202
"(300A,0206)",Treatment Machine Sequence,Treatment​Machine​Sequence,SQ,1,,300A0206
"(300A,0210)",Source Sequence,Source​Sequence,SQ,1,,300A0210
"(300A,0212)",Source Number,Source​Number,IS,1,,300A0212
"(300A,0214)",Source Type,Source​Type,CS,1,,300A0214
"(300A,0216)",Source Manufacturer,Source​Manufacturer,LO,1,,300A0216
"(300A,0218)",Active Source Diameter,Active​Source​Diameter,DS,1,,300A0218
"(300A,021A)",Active Source Length,Active​Source​Length,DS,1,,300A021A
"(300A,021B)",Source Model ID,Source​Model​ID,SH,1,,300A021B
"(300A,021C)",Source Description,Source​Description,LO,1,,300A021C
"(300A,0222)",Source Encapsulation Nominal Thickness,Source​Encapsulation​Nominal​Thickness,DS,1,,300A0222
"(300A,0224)",Source Encapsulation Nominal Transmission,Source​Encapsulation​Nominal​Transmission,DS,1,,300A0224
"(300A,0226)",Source Isotope Name,Source​Isotope​Name,LO,1,,300A0226
